430,Fullmetal Alchemist: The Conqueror of Shamballa,7.57,"Military, Comedy, Historical, Drama, Fantasy, Shounen",Fullmetal Alchemist:The Movie - Conqueror of Shamballa,劇場版 鋼の錬金術師 シャンバラを征く者,Movie,1,23-Jul-05,Unknown,"Aniplex, Square Enix, Shochiku, Mainichi Broadcasting System",Funimation,Bones,Manga,1 hr. 45 min.,PG-13 - Teens 13 or older,1361,506,279946,704,2361,245283,1253,776,30273,19794,31112,47730,44941,20077,8777,4298,1555,812,490,bst48.jpg
431,Howl no Ugoku Shiro,8.67,"Adventure, Drama, Fantasy, Romance",Howl's Moving Castle,ハウルの動く城,Movie,1,20-Nov-04,Unknown,"d-rights, Tokuma Shoten",Walt Disney Studios,Studio Ghibli,Novel,1 hr. 59 min.,G - All Ages,51,98,847414,17845,8733,754791,2283,947,80660,186983,167309,137336,62317,18427,6427,2246,737,351,668,bst48.jpg
432,Iria: Zeiram The Animation,7.07,"Action, Adventure, Space, Sci-Fi",Iria:Zeiram The Animation,イ・リ・ア ゼイラム The Animation,OVA,6,"Jun 23, 1994 to Nov 21, 1994",Unknown,Bandai Visual,"Media Blasters, Central Park Media, Discotek Media",Ashi Production,Original,27 min. per ep.,R - 17+ (violence & profanity),3358,3755,18690,95,808,9686,495,375,7326,420,750,1682,2469,1363,658,193,67,20,18,bst49.jpg
433,"Kumo no Mukou, Yakusoku no Basho",7.56,"Drama, Military, Romance, Sci-Fi",The Place Promised in Our Early Days,雲のむこう、約束の場所,Movie,1,20-Nov-04,Unknown,Unknown,ADV Films,CoMix Wave Films,Original,1 hr. 30 min.,PG-13 - Teens 13 or older,1393,846,177428,726,4337,98242,2083,1145,71621,8563,13665,20929,18793,9152,4316,1916,779,322,229,bst49.jpg
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,"Action, Adventure, Fantasy",Legend of Lemnear,Legend of Lemnear 極黒の翼 バルキサス,OVA,1,25-Jul-89,Unknown,81 Produce,Central Park Media,AIC,Original,42 min.,R+ - Mild Nudity,9553,6056,5874,2,141,3726,75,75,1857,56,62,185,518,692,607,352,218,88,49,bst50.jpg
435,Magic Knight Rayearth,7.46,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Magic Knight Rayearth,魔法騎士（マジックナイト）レイアース,TV,20,"Oct 17, 1994 to Mar 13, 1995",Fall 1994,Yomiuri Telecasting,"Media Blasters, Discotek Media",Tokyo Movie Shinsha,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1700,2168,53357,540,2232,30690,2417,2191,15827,2209,3232,6265,6991,3135,1447,446,128,68,45,bst50.jpg
437,Perfect Blue,8.48,"Dementia, Drama, Horror, Psychological",Perfect Blue,パーフェクトブルー,Movie,1,28-Feb-98,Unknown,Rex Entertainment,"GKIDS, Manga Entertainment",Madhouse,Novel,1 hr. 20 min.,R+ - Mild Nudity,112,342,393287,9942,7418,256041,2456,1015,126357,50252,64305,54953,24495,8157,2979,1307,497,339,644,hc.jpg
438,Phantom The Animation,6.54,"Action, Drama, Shounen",Phantom:The Animation,ファントム THE ANIMATION,OVA,3,"Feb 27, 2004 to Nov 26, 2004",Unknown,KSS,Media Blasters,Arcs Create,Visual novel,30 min. per ep.,R - 17+ (violence & profanity),5695,4501,12405,19,327,7201,229,276,4372,256,394,811,1455,1162,687,302,151,71,56,dp.jpg
439,RG Veda,6.14,"Adventure, Drama, Fantasy",RG Veda,聖伝,OVA,2,"Jun 1, 1991 to Jun 21, 1992",Unknown,"KSS, Movic, Sony Music Entertainment",Central Park Media,animate Film,Manga,45 min. per ep.,PG-13 - Teens 13 or older,7600,5643,7092,15,166,4139,153,133,2501,135,187,327,706,680,510,293,129,72,28,hayao.jpg
440,Shoujo Kakumei Utena,8.2,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo",Revolutionary Girl Utena,少女革命ウテナ,TV,39,"Apr 2, 1997 to Dec 24, 1997",Spring 1997,"TV Tokyo, Audio Tanaka","Nozomi Entertainment, Central Park Media",J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,306,948,156522,6311,12203,52178,9857,5351,76933,11079,10588,11035,7675,3531,1796,913,367,237,423,rank.jpg
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.6,"Dementia, Drama, Fantasy, Romance, Shoujo, Shoujo Ai",Revolutionary Girl Utena:The Adolescence of Utena,少女革命ウテナ　アドゥレセンス黙示録,Movie,1,14-Aug-99,Unknown,Audio Tanaka,Central Park Media,J.C.Staff,Original,1 hr. 30 min.,R+ - Mild Nudity,1279,2584,38902,482,609,26623,379,269,11022,3062,3637,4873,4247,2258,1106,581,273,173,154,school.jpg
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.1,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen",Naruto the Movie:Ninja Clash in the Land of Snow,劇場版　NARUTO　大活劇！雪姫忍法帖だってばよ!!,Movie,1,21-Aug-04,Unknown,"Aniplex, Bandai, TV Tokyo Music, Shueisha",VIZ Media,Studio Pierrot,Manga,1 hr. 22 min.,PG-13 - Teens 13 or older,3203,683,215046,303,1551,202775,589,476,9655,11155,13254,27363,41911,23643,11356,3685,1415,655,476,bst1.jpg
443,Onegai☆Teacher: Himitsu na Futari,7.32,"Comedy, Ecchi, Romance, Sci-Fi",Unknown,おねがい☆ティーチャー ヒミツなふたり,OVA,1,25-Oct-02,Unknown,"Bandai Visual, WOWOW, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,21 min.,R - 17+ (violence & profanity),2262,2469,42389,61,467,36934,266,179,4543,2443,3537,6033,7429,3834,1787,610,275,139,107,bst1.jpg
444,Maria-sama ga Miteru: Haru,7.68,"Drama, Romance, School, Shoujo, Shoujo Ai",Maria Watches Over Us:Printemps,マリア様がみてる～春～,TV,13,"Jul 4, 2004 to Sep 26, 2004",Summer 2004,Unknown,Nozomi Entertainment,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1082,3444,22423,79,728,14293,549,519,6334,1125,1903,3200,2801,1111,432,140,51,30,41,bst0.jpg
445,Tales of Eternia The Animation,6.21,"Adventure, Comedy, Romance, Fantasy",Tales of Eternia,テイルズ オブ エターニア THE ANIMATION,TV,13,"Jan 8, 2001 to Mar 26, 2001",Winter 2001,Unknown,Media Blasters,"Production I.G, Xebec",Game,22 min. per ep.,PG-13 - Teens 13 or older,7283,4145,15127,12,488,7653,568,677,5741,167,261,714,1540,1471,957,455,219,93,60,bst2.jpg
446,Weiß Kreuz Glühen,6.59,"Action, Drama, Shounen",Knight Hunters Eternity,ヴァイスクロイツ・グリーエン,TV,13,"Nov 28, 2002 to Mar 20, 2003",Fall 2002,"animate Film, Kids Station, Movic",Media Blasters,ufotable,Unknown,20 min. per ep.,R - 17+ (violence & profanity),5458,5134,8883,27,248,4593,330,452,3260,195,276,554,879,749,432,206,102,59,30,bst2.jpg
447,Weiß Kreuz,6.73,"Action, Drama, Shounen",Knight Hunters,Weiß kreuz　ヴァイス　クロイツ,TV,25,"Apr 9, 1998 to Oct 1, 1998",Spring 1998,"animate Film, Polygram Japan",Media Blasters,"Plum, Magic Bus",Original,23 min. per ep.,PG-13 - Teens 13 or older,4749,3986,16526,171,584,8247,943,1360,5392,395,632,1171,1706,1252,844,448,212,119,63,bst3.jpg
448,Tenjou Tenge: The Ultimate Fight,7.06,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Tenjho Tenge:The Ultimate Fight,天上天下ULTIMATE FIGHT,OVA,2,16-Mar-05,Unknown,Unknown,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),3423,2624,37848,41,606,29997,357,219,6669,1342,2339,4659,6530,3608,1685,701,314,138,74,bst3.jpg
449,InuYasha Movie 4: Guren no Houraijima,7.54,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie 4:Fire on the Mystic Island,犬夜叉 紅蓮の蓬莱島,Movie,1,23-Dec-04,Unknown,Unknown,VIZ Media,Sunrise,Manga,1 hr. 27 min.,PG-13 - Teens 13 or older,1462,1743,75376,221,810,63504,497,251,10314,5230,6127,9865,11837,5135,2190,671,225,92,73,bst4.jpg
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,7.66,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie 2:The Castle Beyond the Looking Glass,犬夜叉 鏡の中の夢幻城,Movie,1,21-Dec-02,Unknown,"Kyoto Animation, Production Reed",VIZ Media,Sunrise,Manga,1 hr. 39 min.,PG-13 - Teens 13 or older,1128,1602,84016,303,856,72597,489,252,9822,6722,7566,11990,12862,5409,2184,607,206,96,71,bst4.jpg
451,InuYasha Movie 3: Tenka Hadou no Ken,7.8,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie 3:Swords of an Honorable Ruler,犬夜叉 天下覇道の剣,Movie,1,20-Dec-03,Unknown,Kyoto Animation,VIZ Media,Sunrise,Manga,1 hr. 38 min.,PG-13 - Teens 13 or older,828,1657,80752,243,960,68332,502,288,10670,6718,7647,11985,11322,4397,1687,395,160,60,66,bst5.jpg
452,InuYasha Movie 1: Toki wo Koeru Omoi,7.56,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie:Affections Touching Across Time,犬夜叉 時代を越える想い,Movie,1,22-Dec-01,Unknown,Unknown,VIZ Media,"Kyoto Animation, Sunrise",Manga,1 hr. 39 min.,PG-13 - Teens 13 or older,1388,1654,81098,186,785,70124,458,220,9511,6033,6802,11048,13002,5767,2369,620,255,104,93,bst5.jpg
454,.hack//Gift,6.16,"Comedy, Fantasy, Game",.hack//Gift,.hack//GIFT,OVA,1,16-Nov-03,Unknown,CyberConnect2,Bandai Entertainment,Bee Train,Original,26 min.,R+ - Mild Nudity,7522,3737,19087,25,235,13874,224,318,4436,577,585,1071,1906,1859,1461,765,369,286,208,bst6.jpg
455,Fantastic Children,7.55,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Thriller",Fantastic Children,ファンタジックチルドレン,TV,26,"Oct 5, 2004 to Mar 29, 2005",Fall 2004,Unknown,Bandai Entertainment,Nippon Animation,Original,24 min. per ep.,PG-13 - Teens 13 or older,1414,3138,27307,272,1183,7802,1278,1152,15892,738,1128,1831,1626,816,410,209,94,31,51,bst6.jpg
456,Gokujou Seitokai,6.94,"Comedy, School, Slice of Life",Best Student Council,極上生徒会,TV,26,"Apr 7, 2005 to Sep 29, 2005",Spring 2005,Konami,ADV Films,J.C.Staff,Original,25 min. per ep.,PG-13 - Teens 13 or older,3844,3955,16907,63,814,7361,929,1132,6671,351,533,1147,1808,1113,698,268,111,58,35,bst7.jpg
457,Mushishi,8.69,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Mushi-Shi,蟲師,TV,26,"Oct 23, 2005 to Jun 19, 2006",Fall 2005,"Avex Entertainment, Marvelous, SKY Perfect Well Think, Delfi Sound",Funimation,Artland,Manga,25 min. per ep.,PG-13 - Teens 13 or older,45,167,620736,23066,55482,235371,42786,20017,267080,65961,64493,51656,24255,8603,4064,1486,573,301,760,bst7.jpg
458,Buttobi!! CPU,6.24,"Comedy, Ecchi, Magic, Sci-Fi, Seinen",I Dream of Mimi,ぶっとび!!CPU,OVA,3,"Apr 25, 1997 to Sep 26, 1997",Unknown,"Pink Pineapple, Studio Jack",Nozomi Entertainment,OLM,Manga,27 min. per ep.,R+ - Mild Nudity,7141,5703,6894,11,237,3945,152,178,2382,153,141,343,721,691,439,246,108,55,47,bst8.jpg
459,One Piece Movie 1,7.1,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Unknown,ONE PIECE,Movie,1,04-Mar-00,Unknown,Unknown,Unknown,Toei Animation,Manga,50 min.,PG-13 - Teens 13 or older,3182,1629,82437,284,1081,72673,408,357,7918,4292,4162,9247,15976,8947,4108,1174,403,172,150,bst8.jpg
460,One Piece Movie 2: Nejimaki-jima no Daibouken,7.17,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",One Piece:Clockwork Island Adventure,ワンピース ねじまき島の冒険,Movie,1,03-Mar-01,Unknown,"Fujipacific Music, Shueisha",Unknown,Toei Animation,Manga,55 min.,PG-13 - Teens 13 or older,2874,1903,65116,27,609,57933,329,221,6024,3133,3429,7953,12995,6555,2922,844,284,115,81,bst9.jpg
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,6.99,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",One Piece:Chopper Kingdom of Strange Animal Island,ワンピース 珍獣島のチョッパー王国,Movie,1,02-Mar-02,Unknown,Fujipacific Music,Unknown,Toei Animation,Manga,55 min.,PG-13 - Teens 13 or older,3657,2017,59268,21,519,52112,320,244,6073,2866,2697,6119,10897,6514,3244,1166,439,210,119,bst9.jpg
462,One Piece Movie 4: Dead End no Bouken,7.59,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",One Piece:Dead End,ワンピース デッドエンドの冒険,Movie,1,01-Mar-03,Unknown,Fujipacific Music,Unknown,Toei Animation,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,1292,1812,70665,56,774,61212,386,259,8034,4265,5344,11309,11650,4666,1742,457,137,52,91,bst10.jpg
463,One Piece Movie 5: Norowareta Seiken,7.23,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",One Piece:The Curse of the Sacred Sword,ワンピース呪われた聖剣,Movie,1,06-Mar-04,Unknown,Unknown,Unknown,Toei Animation,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,2624,2060,57513,23,540,50240,355,237,6141,3097,3400,7372,10077,5248,2327,848,304,167,122,bst10.jpg
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.7,"Adventure, Comedy, Fantasy, Shounen",One Piece:Baron Omatsuri and the Secret Island,ワンピース オマツリ男爵と秘密の島,Movie,1,05-Mar-05,Unknown,"Fuji TV, Fujipacific Music",Unknown,Toei Animation,Manga,1 hr. 31 min.,PG-13 - Teens 13 or older,1033,1864,66385,211,644,56748,400,285,8308,5281,6520,10406,9562,4088,1699,611,234,141,128,bst11.jpg
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7.28,"Adventure, Comedy, Fantasy, Shounen",Unknown,ワンピース THE MOVIE カラクリ城のメカ巨兵,Movie,1,04-Mar-06,Unknown,"Fujipacific Music, Shueisha",Unknown,Toei Animation,Manga,1 hr. 34 min.,PG-13 - Teens 13 or older,2438,2200,52400,18,479,44765,356,226,6574,2709,2908,6763,9354,4381,1929,665,237,76,76,bst11.jpg
466,One Piece: Taose! Kaizoku Ganzack,6.76,"Action, Adventure, Fantasy, Comedy, Super Power, Shounen",One Piece:Defeat the Pirate Ganzack!,ワンピース 倒せ！海賊ギャンザック,OVA,1,26-Jul-98,Unknown,Unknown,Unknown,Production I.G,Manga,28 min.,PG - Children,4638,3177,26565,9,317,21178,266,208,4596,1196,830,1847,4014,3273,1687,589,217,94,61,bst12.jpg
467,Koukaku Kidoutai: Stand Alone Complex,8.45,"Action, Military, Sci-Fi, Police, Mecha, Seinen",Ghost in the Shell:Stand Alone Complex,攻殻機動隊 STAND ALONE COMPLEX,TV,26,"Oct 1, 2002 to Oct 1, 2003",Fall 2002,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,25 min. per ep.,R - 17+ (violence & profanity),123,419,326394,8128,17464,170891,16008,8338,113693,29445,43456,39801,18990,5867,2595,937,377,193,556,bst12.jpg
468,Innocence,7.82,"Military, Sci-Fi, Police, Psychological, Mecha",Ghost in the Shell 2:Innocence,イノセンス,Movie,1,06-Mar-04,Unknown,"Bandai Visual, Dentsu, Kodansha, d-rights, Tokuma Shoten, Nippon Television Network","Funimation, Bandai Entertainment",Production I.G,Manga,1 hr. 39 min.,R - 17+ (violence & profanity),792,1112,133679,873,1753,98216,1031,475,32204,9689,14965,22249,16857,6805,2539,1128,350,187,143,bst13.jpg
469,Karin,7.17,"Comedy, Romance, Vampire, School, Shounen",Karin,かりん,TV,24,"Nov 3, 2005 to May 11, 2006",Fall 2005,"WOWOW, Frontier Works, Kadokawa Shoten, Half H.P Studio","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2900,958,153848,868,5331,108195,4994,6960,28368,5169,9425,18896,24372,13640,6862,2508,926,483,328,bst13.jpg
470,Okusama wa Joshikousei (TV),6.34,"Slice of Life, Comedy, Romance, Drama",My Wife is a High School Girl,おくさまは女子高生,TV,13,"Jul 2, 2005 to Sep 24, 2005",Summer 2005,Unknown,Unknown,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6686,3439,22526,40,1167,11579,779,1291,7710,364,488,1306,2247,2055,1352,660,300,195,163,bst14.jpg
471,To Heart 2,6.52,"Comedy, Drama, Harem, Romance, School, Slice of Life",To Heart 2,トゥハート2,TV,13,"Oct 3, 2005 to Dec 26, 2005",Fall 2005,Unknown,Maiden Japan,OLM,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5782,3799,18154,37,761,8472,666,749,7506,272,367,970,1881,1447,853,348,149,97,50,bst15.jpg
472,To Heart,6.6,"Drama, Harem, Romance, School, Slice of Life",To Heart,トゥハート,TV,13,"Apr 2, 1999 to Jun 25, 1999",Spring 1999,KSS,Nozomi Entertainment,OLM,Visual novel,25 min. per ep.,PG - Children,5397,3436,22561,43,893,10962,895,1167,8644,351,512,1401,2454,1849,1206,503,169,102,66,bst15.jpg
473,Tide-Line Blue,6.66,"Action, Military, Adventure, Drama, Shounen",Unknown,タイドライン・ブルー,TV,12,"Jul 7, 2005 to Sep 29, 2005",Summer 2005,"Bandai Visual, TV Asahi, Lantis",Bandai Entertainment,Telecom Animation Film,Original,23 min. per ep.,PG-13 - Teens 13 or older,5108,5871,6422,10,256,3382,272,333,2179,79,154,466,826,617,348,115,39,20,11,bst16.jpg
474,Macross Plus,7.72,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Unknown,マクロスプラス,OVA,4,"Aug 25, 1994 to Jun 25, 1995",Unknown,Studio Nue,Manga Entertainment,Triangle Staff,Original,39 min. per ep.,R - 17+ (violence & profanity),983,2629,37754,386,972,23744,564,388,12086,2123,3575,5376,4487,1836,736,232,88,42,35,bst16.jpg
475,Hotori: Tada Saiwai wo Koinegau,6.93,"Drama, Sci-Fi",Unknown,ほとり～たださいわいを希う,Movie,1,28-Aug-05,Unknown,Unknown,Unknown,Sunrise,Unknown,40 min.,PG - Children,3903,6265,5402,9,108,2358,86,56,2794,71,146,467,578,341,162,70,19,12,6,bst17.jpg
476,Ginban Kaleidoscope,7.34,"Sports, Supernatural, Drama, Romance",Skating Rink Kaleidoscope,銀盤カレイドスコープ,TV,12,"Oct 9, 2005 to Dec 25, 2005",Fall 2005,Aniplex,Unknown,Karaku,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2151,2452,42904,172,1378,26890,1415,1509,11712,1641,2661,5133,5894,3048,1518,451,143,80,51,bst17.jpg
477,Aria the Animation,7.69,"Sci-Fi, Slice of Life, Fantasy, Shounen",Aria the Animation,ARIA The ANIMATION,TV,13,"Oct 6, 2005 to Dec 29, 2005",Fall 2005,"TV Tokyo, Shochiku, Mag Garden",Nozomi Entertainment,Hal Film Maker,Manga,24 min. per ep.,G - All Ages,1051,1151,127878,1891,6842,46214,6841,5312,62669,5008,7077,11287,9312,4500,2263,892,368,187,274,bst18.jpg
478,Sousei no Aquarion,7.11,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi",Aquarion,創聖のアクエリオン,TV,26,"Apr 5, 2005 to Sep 27, 2005",Spring 2005,"Media Factory, Bandai, Tohokushinsha Film Corporation",Funimation,"Satelight, Production Reed",Original,24 min. per ep.,PG-13 - Teens 13 or older,3150,1857,66799,348,2964,36694,2516,3405,21220,2053,3081,6187,8194,4576,2398,1097,420,250,164,bst18.jpg
479,Ueki no Housoku,7.76,"Action, Adventure, Comedy, Super Power, Supernatural, Drama, Shounen",The Law of Ueki,うえきの法則,TV,51,"Apr 4, 2005 to Mar 27, 2006",Spring 2005,"Shogakukan-Shueisha Productions, Funimation, Studio Izena, Studio Tulip, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,910,1424,97521,879,5228,51123,4790,4889,31491,4399,7524,12730,10517,4018,1944,653,283,119,113,bst19.jpg
481,Yu☆Gi☆Oh! Duel Monsters,7.47,"Adventure, Game, Shounen",Yu-Gi-Oh!,遊☆戯☆王　デュエルモンスターズ,TV,224,"Apr 18, 2000 to Sep 29, 2004",Spring 2000,Nihon Ad Systems,"4Kids Entertainment, Flatiron Film Company",Gallop,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1668,484,292991,3848,18208,224794,16904,17953,15132,22043,23717,45706,53971,25785,11867,3596,1315,555,386,bst19.jpg
482,Yu☆Gi☆Oh!: Duel Monsters GX,7.16,"Action, Game, Comedy, Fantasy, Shounen",Yu-Gi-Oh! GX,遊☆戯☆王　デュエルモンスターズ GX,TV,180,"Oct 6, 2004 to Mar 26, 2008",Fall 2004,"TV Tokyo, Toei Animation, Nihon Ad Systems","4Kids Entertainment, Flatiron Film Company",Gallop,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2966,917,162129,1340,8966,119800,9729,13206,10428,8011,10922,22158,30278,17026,8666,3425,1278,633,381,bst20.jpg
483,Kurau Phantom Memory,7.35,"Action, Sci-Fi, Space, Super Power, Drama",Unknown,クラウ ファントムメモリー,TV,24,"Jun 25, 2004 to Dec 16, 2004",Summer 2004,"TV Asahi, Media Factory, Victor Entertainment","ADV Films, Funimation",Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,2132,3199,26256,133,1352,8114,1485,1254,14051,532,960,1901,1967,1009,553,206,77,37,25,bst20.jpg
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.35,"Adventure, Shounen, Supernatural",Saiyuki:Requiem,劇場版　幻想魔伝最遊記　Requiem　選ばれざる者への鎮魂歌,Movie,1,18-Aug-01,Unknown,Unknown,"ADV Films, Sentai Filmworks",Studio Pierrot,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,2124,5208,8561,23,140,5723,135,102,2461,367,572,986,1126,549,262,63,30,12,13,bst22.jpg
485,Damekko Doubutsu,7.29,"Slice of Life, Comedy",Unknown,だめっこどうぶつ,TV,26,"Jan 17, 2005 to Feb 21, 2005",Winter 2005,"SKY Perfect Well Think, Kids Station, Takeshobo",Unknown,Magic Bus,4-koma manga,5 min. per ep.,G - All Ages,2368,4902,9986,58,379,6243,452,567,2345,453,708,1184,1325,828,404,142,48,23,21,bst22.jpg
486,Kino no Tabi: The Beautiful World,8.34,"Action, Adventure, Psychological, Slice of Life",Kino's Journey,キノの旅 -the Beautiful World-,TV,13,"Apr 8, 2003 to Jul 8, 2003",Spring 2003,"WOWOW, Genco, Pony Canyon, Studio Wombat, chara-ani.com, ASCII Media Works","ADV Films, Sentai Filmworks",A.C.G.T.,Light novel,24 min. per ep.,R - 17+ (violence & profanity),192,650,223758,5866,12248,86441,8585,5067,111417,15558,20848,20668,10914,4004,1774,644,258,131,187,bst23.jpg
487,Girls Bravo: Second Season,6.68,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",Girls Bravo:Second Season,GIRLSブラボー second season,TV,13,"Jan 27, 2005 to Apr 21, 2005",Winter 2005,"WOWOW, Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack","Funimation, Geneon Entertainment USA",AIC Spirits,Manga,23 min. per ep.,R+ - Mild Nudity,5005,1680,78842,152,1934,60027,1560,1890,13431,2542,3683,7324,11814,8583,5211,2265,1079,649,438,bst23.jpg
488,Ichigo Mashimaro,7.66,"Slice of Life, Comedy",Strawberry Marshmallow,苺ましまろ,TV,12,"Jul 15, 2005 to Oct 14, 2005",Summer 2005,"TBS, Movic","Sentai Filmworks, Geneon Entertainment USA",Daume,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,1127,1796,71069,756,3121,34913,2360,1960,28715,2683,4887,8596,7357,3079,1300,386,160,71,56,bst24.jpg
489,Kamichu!,7.4,"Comedy, Drama, Slice of Life, Supernatural",Kamichu!,かみちゅ!,TV,12,"Jun 29, 2005 to Sep 27, 2005",Summer 2005,Aniplex,"Funimation, Geneon Entertainment USA",Brain's Base,Original,26 min. per ep.,G - All Ages,1902,2243,50675,229,2144,18722,2379,2286,25144,1069,2259,4212,4445,2220,1095,375,122,49,64,bst24.jpg
490,Paniponi Dash!,7.45,"Comedy, Parody, School",Pani Poni Dash!,ぱにぽにだっしゅ！,TV,26,"Jul 4, 2005 to Dec 26, 2005",Summer 2005,"Square Enix, Starchild Records, GANSIS","ADV Films, Funimation",Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1721,2165,53721,400,3156,21246,4288,4245,20786,1625,2922,4958,5039,2657,1457,648,259,136,127,bst25.jpg
492,Armitage III: Dual-Matrix,6.86,"Action, Sci-Fi, Adventure, Mecha",Unknown,アミテージ・ザ・サード DUAL-MATRIX,Movie,1,25-Jun-02,Unknown,Pioneer LDC,"Funimation, Geneon Entertainment USA",AIC,Original,1 hr. 30 min.,R - 17+ (violence & profanity),4179,4110,15457,21,259,12003,156,115,2924,360,759,1727,2657,1609,811,309,137,75,31,bst25.jpg
493,Armitage III: Poly-Matrix,7.08,"Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha",Unknown,アミテージ・ザ・サード POLY-MATRIX,Movie,1,20-Apr-96,Unknown,Pioneer LDC,"Funimation, Geneon Entertainment USA",AIC,Original,1 hr. 32 min.,R+ - Mild Nudity,3267,4491,12414,34,200,9448,121,124,2521,357,708,1455,2201,1116,524,179,52,27,23,bst26.jpg
495,Bakuretsu Hunters,6.71,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural",Sorcerer Hunters,爆れつハンター,TV,26,"Oct 3, 1995 to Mar 26, 1996",Fall 1995,"Sotsu, Movic, TV Tokyo Music","ADV Films, Discotek Media",Xebec,Manga,25 min. per ep.,R - 17+ (violence & profanity),4842,3923,17085,43,986,7167,955,1136,6841,246,465,986,1790,1222,743,297,113,65,43,bst26.jpg
496,Kamui no Ken,6.63,"Adventure, Historical, Drama, Fantasy, Shounen",Unknown,カムイの剣,Movie,1,09-Mar-85,Unknown,"Kadokawa Shoten, AnimEigo",Unknown,Madhouse,Novel,2 hr. 12 min.,PG-13 - Teens 13 or older,5261,6339,5299,12,136,2282,75,85,2721,93,132,295,478,362,204,97,38,25,22,bst27.jpg
497,Yami to Boushi to Hon no Tabibito,6.58,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai","Yamibo:Darkness, The Hat and the Travelers of the Books",ヤミと帽子と本の旅人,TV,13,"Oct 2, 2003 to Dec 25, 2003",Fall 2003,Unknown,Media Blasters,Studio Deen,Visual novel,24 min. per ep.,R+ - Mild Nudity,5512,3257,25315,105,1134,11586,1092,1526,9977,519,740,1467,2463,1943,1184,660,304,134,127,bst27.jpg
